Tropical Cyclone Best Track Data (post analysis),,,,,,,,,,,
Tropical Cyclone Name,Year,Month,Day,Time (UTC),Intensity,Latitude (0.01 degree N),Longitude (0.01 degree E),Estimated minimum central pressure (hPa),Estimated maximum surface winds (knot),JMA Code,HKO Code
MALAKAS,2022,4,7,0,TD,370,14850,1000,25,2201,1
MALAKAS,2022,4,7,6,TD,380,14780,1000,25,2201,1
MALAKAS,2022,4,7,12,TD,390,14700,998,30,2201,1
MALAKAS,2022,4,7,18,TD,400,14680,998,30,2201,1
MALAKAS,2022,4,8,0,TS,450,14640,994,35,2201,1
MALAKAS,2022,4,8,6,TS,540,14600,994,35,2201,1
MALAKAS,2022,4,8,12,TS,600,14500,990,40,2201,1
MALAKAS,2022,4,8,18,TS,650,14460,990,40,2201,1
MALAKAS,2022,4,9,0,TS,700,14430,990,40,2201,1
MALAKAS,2022,4,9,6,TS,760,14370,990,40,2201,1
MALAKAS,2022,4,9,12,TS,800,14280,988,45,2201,1
MALAKAS,2022,4,9,18,TS,890,14160,988,45,2201,1
MALAKAS,2022,4,10,0,TS,1030,14050,988,45,2201,1
MALAKAS,2022,4,10,6,TS,1120,13890,988,45,2201,1
MALAKAS,2022,4,10,12,STS,1180,13780,984,50,2201,1
MALAKAS,2022,4,10,18,STS,1200,13660,980,55,2201,1
MALAKAS,2022,4,11,0,STS,1230,13640,975,60,2201,1
MALAKAS,2022,4,11,6,STS,1300,13600,975,60,2201,1
MALAKAS,2022,4,11,12,STS,1380,13600,975,60,2201,1
MALAKAS,2022,4,11,18,STS,1460,13580,975,60,2201,1
MALAKAS,2022,4,12,0,T,1530,13500,965,70,2201,1
MALAKAS,2022,4,12,6,T,1580,13510,960,75,2201,1
MALAKAS,2022,4,12,12,ST,1610,13530,950,85,2201,1
MALAKAS,2022,4,12,18,ST,1670,13590,945,90,2201,1
MALAKAS,2022,4,13,0,ST,1730,13640,940,95,2201,1
MALAKAS,2022,4,13,6,ST,1800,13690,940,95,2201,1
MALAKAS,2022,4,13,12,ST,1890,13770,940,95,2201,1
MALAKAS,2022,4,13,18,SuperT,1970,13770,935,100,2201,1
MALAKAS,2022,4,14,0,ST,2050,13800,940,95,2201,1
MALAKAS,2022,4,14,6,ST,2180,13840,945,90,2201,1
MALAKAS,2022,4,14,12,ST,2250,13920,950,85,2201,1
MALAKAS,2022,4,14,18,T,2400,14040,955,80,2201,1
MALAKAS,2022,4,15,0,T,2640,14060,965,70,2201,1
MALAKAS,2022,4,15,6,STS,2820,14170,975,60,2201,1
MEGI,2022,4,9,0,TD,1070,12700,1000,25,2202,2
MEGI,2022,4,9,6,TD,1070,12680,1000,25,2202,2
MEGI,2022,4,9,12,TD,1070,12660,1000,25,2202,2
MEGI,2022,4,9,18,TD,1070,12650,998,30,2202,2
MEGI,2022,4,10,0,TS,1070,12620,995,35,2202,2
MEGI,2022,4,10,6,TS,1070,12580,995,35,2202,2
MEGI,2022,4,10,12,TS,1080,12550,995,35,2202,2
MEGI,2022,4,10,18,TS,1090,12530,995,35,2202,2
MEGI,2022,4,11,0,TD,1100,12510,998,30,2202,2
MEGI,2022,4,11,6,TD,1130,12490,998,30,2202,2
MEGI,2022,4,11,12,TD,1120,12470,1000,25,2202,2
MEGI,2022,4,11,15,TD,1110,12480,1000,25,2202,2
CHABA,2022,6,29,0,TD,1530,11630,996,25,2203,3
CHABA,2022,6,29,6,TD,1540,11610,996,25,2203,3
CHABA,2022,6,29,12,TD,1560,11570,994,30,2203,3
CHABA,2022,6,29,18,TD,1560,11530,994,30,2203,3
CHABA,2022,6,30,0,TS,1580,11530,990,35,2203,3
CHABA,2022,6,30,6,TS,1620,11520,986,40,2203,3
CHABA,2022,6,30,12,TS,1700,11500,982,45,2203,3
CHABA,2022,6,30,18,STS,1740,11470,978,50,2203,3
CHABA,2022,7,1,0,STS,1830,11410,975,55,2203,3
CHABA,2022,7,1,6,STS,1900,11320,970,60,2203,3
CHABA,2022,7,1,12,STS,1930,11270,970,60,2203,3
CHABA,2022,7,1,18,STS,2010,11200,970,60,2203,3
CHABA,2022,7,2,0,T,2050,11180,965,65,2203,3
CHABA,2022,7,2,6,T,2130,11130,965,65,2203,3
CHABA,2022,7,2,12,STS,2190,11070,978,50,2203,3
CHABA,2022,7,2,18,TS,2240,11050,982,45,2203,3
CHABA,2022,7,3,0,TS,2340,11050,988,35,2203,3
CHABA,2022,7,3,6,TD,2430,11050,990,30,2203,3
CHABA,2022,7,3,9,TD,2470,11060,992,25,2203,3
AERE,2022,6,30,12,TD,1910,13160,1004,25,2204,4
AERE,2022,6,30,18,TD,1960,13150,1000,30,2204,4
AERE,2022,7,1,0,TS,2020,13130,995,35,2204,4
AERE,2022,7,1,6,TS,2110,13120,990,40,2204,4
AERE,2022,7,1,12,TS,2200,13110,990,40,2204,4
AERE,2022,7,1,18,TS,2340,13100,988,40,2204,4
AERE,2022,7,2,0,TS,2460,13030,988,40,2204,4
AERE,2022,7,2,6,TS,2580,12930,988,40,2204,4
AERE,2022,7,2,12,TS,2630,12810,990,35,2204,4
AERE,2022,7,2,18,TS,2730,12760,990,35,2204,4
AERE,2022,7,3,0,TD,2780,12720,995,30,2204,4
AERE,2022,7,3,6,TD,2810,12690,995,30,2204,4
AERE,2022,7,3,12,TD,2850,12650,1000,25,2204,4
AERE,2022,7,3,18,TD,2920,12670,1000,25,2204,4
AERE,2022,7,4,0,TD,2990,12740,1000,25,2204,4
AERE,2022,7,4,6,TD,3080,12790,1000,25,2204,4
AERE,2022,7,4,12,TD,3160,12860,1000,25,2204,4
AERE,2022,7,4,18,TD,3250,12920,1000,25,2204,4
SONGDA,2022,7,27,6,TD,1730,14100,1002,25,2205,5
SONGDA,2022,7,27,12,TD,1750,14100,1000,30,2205,5
SONGDA,2022,7,27,18,TD,1870,14050,1000,30,2205,5
SONGDA,2022,7,28,0,TD,1950,14040,1000,30,2205,5
SONGDA,2022,7,28,6,TD,2090,14010,1000,30,2205,5
SONGDA,2022,7,28,12,TS,2250,13930,994,35,2205,5
SONGDA,2022,7,28,18,TS,2550,13670,994,35,2205,5
SONGDA,2022,7,29,0,TS,2790,13430,994,35,2205,5
SONGDA,2022,7,29,6,TS,2910,13200,994,35,2205,5
SONGDA,2022,7,29,12,TS,2980,13020,994,35,2205,5
SONGDA,2022,7,29,18,TS,3050,12800,994,35,2205,5
SONGDA,2022,7,30,0,TS,3100,12670,994,35,2205,5
SONGDA,2022,7,30,6,TS,3170,12500,994,35,2205,5
SONGDA,2022,7,30,12,TS,3270,12410,994,35,2205,5
SONGDA,2022,7,30,18,TS,3350,12330,994,35,2205,5
SONGDA,2022,7,31,0,TD,3360,12310,996,30,2205,5
SONGDA,2022,7,31,6,TD,3390,12310,998,25,2205,5
TRASES,2022,7,30,6,TD,2160,12760,1000,25,2206,6
TRASES,2022,7,30,12,TD,2260,12780,998,30,2206,6
TRASES,2022,7,30,18,TD,2350,12790,998,30,2206,6
TRASES,2022,7,31,0,TS,2580,12800,996,35,2206,6
TRASES,2022,7,31,6,TS,2740,12760,996,35,2206,6
TRASES,2022,7,31,12,TS,2910,12720,996,35,2206,6
TRASES,2022,7,31,18,TS,3000,12720,996,35,2206,6
TRASES,2022,8,1,0,TD,3270,12690,998,30,2206,6
TRASES,2022,8,1,6,TD,3450,12640,1000,25,2206,6
nameless,2022,8,3,12,TD,2160,11710,1002,25,,7
nameless,2022,8,3,18,TD,2210,11580,1002,25,,7
nameless,2022,8,4,0,TD,2250,11510,1002,25,,7
nameless,2022,8,4,3,TD,2280,11470,1002,25,,7
MULAN,2022,8,8,18,TD,1620,11250,998,25,2207,8
MULAN,2022,8,9,0,TD,1670,11300,996,30,2207,8
MULAN,2022,8,9,6,TS,1740,11300,994,35,2207,8
MULAN,2022,8,9,12,TS,1840,11280,994,35,2207,8
MULAN,2022,8,9,18,TS,1920,11200,994,35,2207,8
MULAN,2022,8,10,0,TS,2000,11120,994,35,2207,8
MULAN,2022,8,10,6,TS,2030,10980,994,35,2207,8
MULAN,2022,8,10,12,TS,2050,10930,994,35,2207,8
MULAN,2022,8,10,18,TS,2100,10800,994,35,2207,8
MULAN,2022,8,11,0,TD,2140,10650,998,25,2207,8
MEARI,2022,8,10,0,TD,2600,14000,1006,25,2208,9
MEARI,2022,8,10,6,TD,2670,13960,1006,25,2208,9
MEARI,2022,8,10,12,TD,2760,13850,1006,25,2208,9
MEARI,2022,8,10,18,TD,2830,13760,1006,25,2208,9
MEARI,2022,8,11,0,TD,2880,13640,1004,30,2208,9
MEARI,2022,8,11,6,TD,2880,13580,1004,30,2208,9
MEARI,2022,8,11,12,TS,2880,13540,998,35,2208,9
MEARI,2022,8,11,18,TS,2950,13590,998,35,2208,9
MEARI,2022,8,12,0,TS,3040,13610,998,35,2208,9
MEARI,2022,8,12,6,TS,3080,13640,998,35,2208,9
MEARI,2022,8,12,12,TS,3190,13670,995,40,2208,9
MEARI,2022,8,12,18,TS,3290,13670,995,40,2208,9
MEARI,2022,8,13,0,TS,3380,13730,995,40,2208,9
MEARI,2022,8,13,6,TS,3470,13830,995,40,2208,9
MEARI,2022,8,13,12,TS,3590,14020,995,40,2208,9
MEARI,2022,8,13,18,TS,3730,14270,995,40,2208,9
MA-ON,2022,8,21,6,TD,1710,12730,1000,25,2209,10
MA-ON,2022,8,21,12,TD,1680,12630,998,30,2209,10
MA-ON,2022,8,21,18,TD,1640,12510,998,30,2209,10
MA-ON,2022,8,22,0,TS,1630,12450,995,35,2209,10
MA-ON,2022,8,22,6,TS,1620,12360,992,40,2209,10
MA-ON,2022,8,22,12,TS,1620,12340,988,45,2209,10
MA-ON,2022,8,22,18,STS,1650,12330,985,50,2209,10
MA-ON,2022,8,23,0,STS,1700,12290,985,50,2209,10
MA-ON,2022,8,23,6,STS,1790,12160,985,50,2209,10
MA-ON,2022,8,23,12,STS,1840,12040,985,50,2209,10
MA-ON,2022,8,23,18,STS,1880,11890,982,55,2209,10
MA-ON,2022,8,24,0,STS,1920,11740,980,60,2209,10
MA-ON,2022,8,24,6,STS,1960,11640,980,60,2209,10
MA-ON,2022,8,24,12,STS,2010,11480,980,60,2209,10
MA-ON,2022,8,24,18,T,2070,11350,978,65,2209,10
MA-ON,2022,8,25,0,STS,2100,11180,982,55,2209,10
MA-ON,2022,8,25,6,TS,2170,11010,988,45,2209,10
MA-ON,2022,8,25,12,TD,2160,10800,995,30,2209,10
MA-ON,2022,8,25,18,TD,2160,10650,1000,25,2209,10
TOKAGE,2022,8,21,18,TD,2310,15150,1000,30,2210,11
TOKAGE,2022,8,22,0,TS,2400,15160,998,35,2210,11
TOKAGE,2022,8,22,6,TS,2510,15160,998,35,2210,11
TOKAGE,2022,8,22,12,TS,2610,15150,995,40,2210,11
TOKAGE,2022,8,22,18,TS,2730,15130,990,45,2210,11
TOKAGE,2022,8,23,0,STS,2870,15050,980,55,2210,11
TOKAGE,2022,8,23,6,STS,3030,14980,975,60,2210,11
TOKAGE,2022,8,23,12,T,3160,14900,965,70,2210,11
TOKAGE,2022,8,23,18,T,3290,14860,955,80,2210,11
TOKAGE,2022,8,24,0,T,3420,14860,955,80,2210,11
TOKAGE,2022,8,24,6,T,3520,14900,955,80,2210,11
TOKAGE,2022,8,24,12,T,3620,14950,960,75,2210,11
TOKAGE,2022,8,24,18,T,3720,15020,965,70,2210,11
TOKAGE,2022,8,25,0,STS,3860,15140,975,60,2210,11
TOKAGE,2022,8,25,6,STS,4040,15290,980,55,2210,11
HINNAMNOR,2022,8,27,18,TD,2370,15080,1002,25,2211,12
HINNAMNOR,2022,8,28,0,TD,2490,15030,1000,30,2211,12
HINNAMNOR,2022,8,28,6,TS,2580,14930,996,35,2211,12
HINNAMNOR,2022,8,28,12,TS,2670,14830,992,40,2211,12
HINNAMNOR,2022,8,28,18,TS,2720,14690,988,45,2211,12
HINNAMNOR,2022,8,29,0,STS,2730,14520,980,55,2211,12
HINNAMNOR,2022,8,29,6,T,2740,14320,965,70,2211,12
HINNAMNOR,2022,8,29,12,ST,2730,14120,950,85,2211,12
HINNAMNOR,2022,8,29,18,ST,2710,13920,940,95,2211,12
HINNAMNOR,2022,8,30,0,SuperT,2680,13730,930,105,2211,12
HINNAMNOR,2022,8,30,6,SuperT,2680,13540,920,115,2211,12
HINNAMNOR,2022,8,30,12,SuperT,2650,13360,910,125,2211,12
HINNAMNOR,2022,8,30,18,SuperT,2630,13180,910,125,2211,12
HINNAMNOR,2022,8,31,0,SuperT,2590,13030,910,125,2211,12
HINNAMNOR,2022,8,31,6,SuperT,2540,12900,910,125,2211,12
HINNAMNOR,2022,8,31,12,SuperT,2470,12770,910,125,2211,12
HINNAMNOR,2022,8,31,18,SuperT,2370,12640,910,125,2211,12
HINNAMNOR,2022,9,1,0,SuperT,2250,12570,910,125,2211,12
HINNAMNOR,2022,9,1,6,SuperT,2170,12550,915,120,2211,12
HINNAMNOR,2022,9,1,12,SuperT,2130,12550,925,110,2211,12
HINNAMNOR,2022,9,1,18,SuperT,2120,12550,935,100,2211,12
HINNAMNOR,2022,9,2,0,ST,2150,12540,945,90,2211,12
HINNAMNOR,2022,9,2,6,ST,2190,12500,945,90,2211,12
HINNAMNOR,2022,9,2,12,ST,2220,12470,950,85,2211,12
HINNAMNOR,2022,9,2,18,ST,2240,12470,950,85,2211,12
HINNAMNOR,2022,9,3,0,ST,2300,12470,950,85,2211,12
HINNAMNOR,2022,9,3,6,ST,2370,12470,950,85,2211,12
HINNAMNOR,2022,9,3,12,ST,2430,12480,950,85,2211,12
HINNAMNOR,2022,9,3,18,ST,2510,12460,945,90,2211,12
HINNAMNOR,2022,9,4,0,ST,2600,12460,940,95,2211,12
HINNAMNOR,2022,9,4,6,SuperT,2700,12470,935,100,2211,12
HINNAMNOR,2022,9,4,12,SuperT,2770,12460,935,100,2211,12
HINNAMNOR,2022,9,4,18,SuperT,2860,12470,935,100,2211,12
HINNAMNOR,2022,9,5,0,SuperT,2980,12490,935,100,2211,12
HINNAMNOR,2022,9,5,6,ST,3100,12560,940,95,2211,12
HINNAMNOR,2022,9,5,12,ST,3250,12670,950,85,2211,12
HINNAMNOR,2022,9,5,18,T,3430,12810,960,75,2211,12
HINNAMNOR,2022,9,6,0,T,3640,13070,970,65,2211,12
MUIFA,2022,9,6,6,TD,2150,13690,1002,25,2212,13
MUIFA,2022,9,6,12,TD,1950,13650,1000,30,2212,13
MUIFA,2022,9,6,18,TD,1850,13620,1000,30,2212,13
MUIFA,2022,9,7,0,TD,1750,13570,1000,30,2212,13
MUIFA,2022,9,7,6,TD,1710,13510,1000,30,2212,13
MUIFA,2022,9,7,12,TD,1710,13460,1000,30,2212,13
MUIFA,2022,9,7,18,TS,1700,13370,996,35,2212,13
MUIFA,2022,9,8,0,TS,1710,13280,996,35,2212,13
MUIFA,2022,9,8,6,TS,1720,13170,992,40,2212,13
MUIFA,2022,9,8,12,TS,1720,13080,992,40,2212,13
MUIFA,2022,9,8,18,TS,1760,13010,988,45,2212,13
MUIFA,2022,9,9,0,TS,1830,12930,988,45,2212,13
MUIFA,2022,9,9,6,STS,1900,12850,984,50,2212,13
MUIFA,2022,9,9,12,STS,1960,12780,980,55,2212,13
MUIFA,2022,9,9,18,STS,2010,12690,975,60,2212,13
MUIFA,2022,9,10,0,T,2060,12610,972,65,2212,13
MUIFA,2022,9,10,6,T,2110,12580,965,75,2212,13
MUIFA,2022,9,10,12,T,2170,12550,960,80,2212,13
MUIFA,2022,9,10,18,ST,2220,12490,955,85,2212,13
MUIFA,2022,9,11,0,ST,2260,12450,950,90,2212,13
MUIFA,2022,9,11,6,ST,2290,12440,945,95,2212,13
MUIFA,2022,9,11,12,ST,2330,12430,945,95,2212,13
MUIFA,2022,9,11,18,ST,2370,12420,950,90,2212,13
MUIFA,2022,9,12,0,ST,2400,12420,955,85,2212,13
MUIFA,2022,9,12,6,T,2470,12400,960,80,2212,13
MUIFA,2022,9,12,12,T,2490,12400,965,75,2212,13
MUIFA,2022,9,12,18,T,2520,12410,965,75,2212,13
MUIFA,2022,9,13,0,T,2570,12410,960,80,2212,13
MUIFA,2022,9,13,6,T,2610,12400,960,80,2212,13
MUIFA,2022,9,13,12,T,2670,12390,960,80,2212,13
MUIFA,2022,9,13,18,T,2720,12350,960,80,2212,13
MUIFA,2022,9,14,0,T,2790,12320,960,80,2212,13
MUIFA,2022,9,14,6,T,2880,12280,960,80,2212,13
MUIFA,2022,9,14,12,T,2990,12230,965,75,2212,13
MUIFA,2022,9,14,18,STS,3120,12150,975,60,2212,13
MUIFA,2022,9,15,0,STS,3260,12080,984,50,2212,13
MUIFA,2022,9,15,6,TS,3400,12050,990,40,2212,13
MUIFA,2022,9,15,12,TS,3520,12030,990,40,2212,13
MUIFA,2022,9,15,18,TD,3650,12060,992,30,2212,13
MERBOK,2022,9,11,6,TD,2090,15980,1000,25,2213,14
MERBOK,2022,9,11,12,TD,2100,16040,998,30,2213,14
MERBOK,2022,9,11,18,TD,2110,16100,998,30,2213,14
MERBOK,2022,9,12,0,TS,2120,16140,995,35,2213,14
MERBOK,2022,9,12,6,TS,2180,16200,990,40,2213,14
MERBOK,2022,9,12,12,TS,2270,16270,985,45,2213,14
MERBOK,2022,9,12,18,STS,2320,16320,980,50,2213,14
MERBOK,2022,9,13,0,STS,2390,16330,975,55,2213,14
MERBOK,2022,9,13,6,STS,2480,16310,970,55,2213,14
MERBOK,2022,9,13,12,STS,2590,16290,965,60,2213,14
MERBOK,2022,9,13,18,STS,2690,16220,965,60,2213,14
MERBOK,2022,9,14,0,T,2830,16210,960,65,2213,14
MERBOK,2022,9,14,6,T,3000,16200,955,70,2213,14
MERBOK,2022,9,14,12,T,3200,16180,960,65,2213,14
MERBOK,2022,9,14,18,STS,3400,16240,965,60,2213,14
MERBOK,2022,9,15,0,STS,3670,16450,970,55,2213,14
NANMADOL,2022,9,13,0,TD,2190,13840,1000,25,2214,15
NANMADOL,2022,9,13,6,TD,2200,13900,1000,25,2214,15
NANMADOL,2022,9,13,12,TD,2220,13960,998,30,2214,15
NANMADOL,2022,9,13,18,TS,2230,14020,995,35,2214,15
NANMADOL,2022,9,14,0,TS,2250,14060,995,35,2214,15
NANMADOL,2022,9,14,6,TS,2290,14060,990,40,2214,15
NANMADOL,2022,9,14,12,TS,2300,14030,985,45,2214,15
NANMADOL,2022,9,14,18,STS,2310,13970,980,50,2214,15
NANMADOL,2022,9,15,0,STS,2320,13880,980,50,2214,15
NANMADOL,2022,9,15,6,STS,2340,13790,975,60,2214,15
NANMADOL,2022,9,15,12,T,2340,13730,965,70,2214,15
NANMADOL,2022,9,15,18,T,2340,13640,950,80,2214,15
NANMADOL,2022,9,16,0,ST,2370,13590,935,90,2214,15
NANMADOL,2022,9,16,6,SuperT,2420,13540,925,100,2214,15
NANMADOL,2022,9,16,12,SuperT,2480,13470,915,115,2214,15
NANMADOL,2022,9,16,18,SuperT,2550,13380,910,120,2214,15
NANMADOL,2022,9,17,0,SuperT,2600,13310,910,120,2214,15
NANMADOL,2022,9,17,6,SuperT,2670,13250,910,120,2214,15
NANMADOL,2022,9,17,12,SuperT,2750,13200,915,110,2214,15
NANMADOL,2022,9,17,18,SuperT,2850,13140,925,100,2214,15
NANMADOL,2022,9,18,0,ST,2970,13100,930,95,2214,15
NANMADOL,2022,9,18,6,ST,3070,13060,940,85,2214,15
NANMADOL,2022,9,18,12,T,3190,13060,960,75,2214,15
NANMADOL,2022,9,18,18,T,3320,13050,965,70,2214,15
NANMADOL,2022,9,19,0,STS,3410,13100,975,60,2214,15
NANMADOL,2022,9,19,6,STS,3510,13230,980,50,2214,15
TALAS,2022,9,21,6,TD,2390,14100,1004,25,2215,16
TALAS,2022,9,21,12,TD,2440,13970,1004,25,2215,16
TALAS,2022,9,21,18,TD,2510,13850,1002,30,2215,16
TALAS,2022,9,22,0,TS,2600,13730,1000,35,2215,16
TALAS,2022,9,22,6,TS,2690,13650,1000,35,2215,16
TALAS,2022,9,22,12,TS,2800,13560,1000,35,2215,16
TALAS,2022,9,22,18,TS,2950,13500,1000,35,2215,16
TALAS,2022,9,23,0,TS,3080,13480,1000,35,2215,16
TALAS,2022,9,23,6,TS,3200,13550,1000,35,2215,16
TALAS,2022,9,23,12,TD,3280,13650,1002,30,2215,16
TALAS,2022,9,23,18,TD,3340,13740,1004,25,2215,16
NORU,2022,9,22,0,TD,1790,13460,1000,25,2216,17
NORU,2022,9,22,6,TD,1790,13450,1000,25,2216,17
NORU,2022,9,22,12,TD,1790,13410,998,30,2216,17
NORU,2022,9,22,18,TD,1790,13330,998,30,2216,17
NORU,2022,9,23,0,TS,1770,13230,994,35,2216,17
NORU,2022,9,23,6,TS,1760,13140,994,35,2216,17
NORU,2022,9,23,12,TS,1740,13050,990,40,2216,17
NORU,2022,9,23,18,TS,1690,12940,985,45,2216,17
NORU,2022,9,24,0,STS,1640,12820,980,50,2216,17
NORU,2022,9,24,6,STS,1570,12690,970,60,2216,17
NORU,2022,9,24,12,T,1550,12600,950,80,2216,17
NORU,2022,9,24,15,ST,1530,12530,940,90,2216,17
NORU,2022,9,24,18,SuperT,1510,12470,930,100,2216,17
NORU,2022,9,25,0,SuperT,1500,12360,910,120,2216,17
NORU,2022,9,25,6,SuperT,1500,12250,920,110,2216,17
NORU,2022,9,25,12,SuperT,1520,12140,930,100,2216,17
NORU,2022,9,25,18,ST,1550,11990,940,90,2216,17
NORU,2022,9,26,0,T,1590,11850,950,80,2216,17
NORU,2022,9,26,6,T,1590,11690,950,80,2216,17
NORU,2022,9,26,12,ST,1590,11540,945,85,2216,17
NORU,2022,9,26,18,ST,1590,11360,935,95,2216,17
NORU,2022,9,27,0,SuperT,1550,11210,920,110,2216,17
NORU,2022,9,27,6,SuperT,1560,11120,925,105,2216,17
NORU,2022,9,27,12,ST,1580,11020,935,95,2216,17
NORU,2022,9,27,18,ST,1590,10890,945,85,2216,17
NORU,2022,9,28,0,T,1590,10770,955,75,2216,17
NORU,2022,9,28,6,STS,1570,10640,975,55,2216,17
NORU,2022,9,28,12,TS,1560,10520,990,40,2216,17
NORU,2022,9,28,18,TD,1560,10460,996,30,2216,17
KULAP,2022,9,25,6,TD,2060,14600,1002,25,2217,18
KULAP,2022,9,25,12,TD,2090,14500,1000,30,2217,18
KULAP,2022,9,25,18,TD,2200,14450,1000,30,2217,18
KULAP,2022,9,26,0,TD,2300,14360,1000,30,2217,18
